,Hours,NO1,NO2,NO3,NO4,NO5,NO
2/11/20,09 - 10,4345,4327,3226,2003,1976,15876
2/11/20,10 - 11,4379,4423,3053,2066,2007,15927
2/11/20,11 - 12,4242,4354,2991,2043,1992,15622
2/11/20,12 - 13,4230,4390,2981,1998,1889,15489
2/11/20,13 - 14,4270,4429,3113,2068,1964,15844
2/11/20,14 - 15,4267,4398,3078,2085,1936,15763
2/11/20,15 - 16,4258,4366,3172,2074,1960,15829
2/11/20,16 - 17,4393,4420,3211,2093,2017,16134
2/11/20,17 - 18,4521,4381,3122,2049,2008,16081
2/11/20,18 - 19,4479,4487,3122,1991,1994,16071
2/11/20,19 - 20,4409,4443,3046,1917,1973,15789
2/11/20,20 - 21,4323,4376,2930,1919,1971,15518
2/11/20,21 - 22,4170,4170,2898,1929,1916,15084
2/11/20,22 - 23,3965,4003,2909,1877,1864,14618
2/11/20,23 - 00,3680,3581,2876,1816,1808,13760
3/11/20,00 - 01,3452,3847,2777,1830,1799,13706
3/11/20,01 - 02,3367,3756,2647,1804,1740,13313
3/11/20,02 - 03,3356,3694,2702,1906,1767,13425
3/11/20,03 - 04,3350,3648,2784,1904,1748,13434
3/11/20,04 - 05,3509,3711,2814,1753,1760,13547
3/11/20,05 - 06,3598,3904,2733,1798,1752,13786
3/11/20,06 - 07,4137,4084,2840,1972,1877,14910
3/11/20,07 - 08,4688,4486,3140,2128,2069,16511
3/11/20,08 - 09,4862,4658,3192,2290,2104,17106
3/11/20,09 - 10,4780,4514,3184,2249,2116,16843
3/11/20,10 - 11,4638,4480,3375,2254,2052,16799
3/11/20,11 - 12,4434,4429,3142,2132,2020,16157
3/11/20,12 - 13,4329,4085,3208,2170,2085,15876
3/11/20,13 - 14,4314,3994,3089,2164,2029,15591
3/11/20,14 - 15,4382,4144,3165,2254,1954,15898
3/11/20,15 - 16,4504,4345,3232,2255,2076,16412
3/11/20,16 - 17,4749,4353,3482,2220,2077,16881
3/11/20,17 - 18,4835,4509,3364,2155,2106,16969
3/11/20,18 - 19,4814,4374,3412,2169,2091,16860
3/11/20,19 - 20,4738,4338,3338,2093,2126,16632
3/11/20,20 - 21,4584,4386,3184,2050,2085,16289
3/11/20,21 - 22,4442,4342,3065,1956,2052,15857
3/11/20,22 - 23,4217,4314,2983,1906,2004,15425
3/11/20,23 - 00,3931,4204,2912,1865,1892,14803
4/11/20,00 - 01,3744,3978,2908,1810,1893,14333
4/11/20,01 - 02,3613,3921,2914,1691,1861,13999
4/11/20,02 - 03,3567,3929,2981,1684,1858,14019
4/11/20,03 - 04,3586,3956,2807,1703,1854,13907
4/11/20,04 - 05,3683,4005,2826,1766,1855,14135
4/11/20,05 - 06,3924,4189,2950,1889,1862,14814
4/11/20,06 - 07,4474,4583,3099,2028,2004,16189
4/11/20,07 - 08,5026,4828,3332,2175,2153,17515
4/11/20,08 - 09,5208,5146,3395,2074,2258,18081
4/11/20,09 - 10,5155,4906,3430,2003,2239,17734
4/11/20,10 - 11,4979,4736,3367,2062,2214,17357
4/11/20,11 - 12,4735,4544,3405,2088,2188,16960
4/11/20,12 - 13,4729,4677,3513,2086,2225,17230
4/11/20,13 - 14,4611,4563,3491,2177,2143,16984
4/11/20,14 - 15,4592,4529,3454,2153,2137,16865
4/11/20,15 - 16,4710,4519,3365,2138,2182,16913
4/11/20,16 - 17,5030,4520,3461,2050,2252,17314
4/11/20,17 - 18,5132,4543,3432,2033,2324,17464
4/11/20,18 - 19,5044,4743,3337,2041,2197,17363
4/11/20,19 - 20,4920,4737,3331,2031,2211,17231
4/11/20,20 - 21,4783,4542,3261,2035,2132,16752
4/11/20,21 - 22,4600,4419,3263,2105,2125,16511
4/11/20,22 - 23,4303,4284,3238,2114,2024,15962
4/11/20,23 - 00,3991,4027,3094,1962,1940,15015
5/11/20,00 - 01,3754,3794,2998,1918,1876,14339
5/11/20,01 - 02,3625,3727,3130,1727,1857,14066
5/11/20,02 - 03,3569,3774,3117,1718,1844,14023
5/11/20,03 - 04,3536,3761,2956,1762,1837,13851
5/11/20,04 - 05,3590,3818,2899,1897,1837,14041
5/11/20,05 - 06,3742,3894,2990,1967,1819,14411
5/11/20,06 - 07,4252,4184,3125,2146,1938,15645
5/11/20,07 - 08,4776,4513,3313,2290,2057,16950
5/11/20,08 - 09,4885,4591,3301,2299,2035,17111
5/11/20,09 - 10,4821,4537,3269,2292,2100,17019
5/11/20,10 - 11,4682,4527,3360,2186,2097,16852
5/11/20,11 - 12,4570,4465,3345,2185,2087,16652
5/11/20,12 - 13,4518,4436,3289,2207,2043,16493
5/11/20,13 - 14,4459,4486,3307,2218,2043,16513
5/11/20,14 - 15,4479,4628,3345,2264,2031,16747
5/11/20,15 - 16,4559,4562,3365,2291,2075,16852
5/11/20,16 - 17,4800,4597,3405,2283,2085,17170
5/11/20,17 - 18,4793,4643,3356,2229,2104,17124
5/11/20,18 - 19,4714,4538,3335,2222,2030,16838
5/11/20,19 - 20,4579,4406,3231,2142,1997,16355
5/11/20,20 - 21,4480,4331,3208,2113,1965,16097
5/11/20,21 - 22,4287,4289,3124,2084,1925,15709
5/11/20,22 - 23,4019,4189,3053,2022,1845,15127
5/11/20,23 - 00,3732,3876,3077,1988,1807,14480
6/11/20,00 - 01,3461,3829,3012,1979,1752,14033
6/11/20,01 - 02,3346,3791,2929,1930,1733,13729
6/11/20,02 - 03,3266,3644,2863,1850,1700,13324
6/11/20,03 - 04,3214,3619,2859,1972,1667,13330
6/11/20,04 - 05,3265,3748,2885,2026,1690,13615
6/11/20,05 - 06,3410,3980,2875,1924,1732,13920
6/11/20,06 - 07,3855,4235,3044,1939,1832,14906
6/11/20,07 - 08,4332,4612,3100,2004,1854,15902
6/11/20,08 - 09,4464,4609,3169,2136,1919,16297
6/11/20,09 - 10,4490,4688,3211,2209,2041,16638
6/11/20,10 - 11,4472,4666,3207,2160,2061,16566
6/11/20,11 - 12,4326,4548,3291,2115,2062,16341
6/11/20,12 - 13,4209,4469,3285,2161,2049,16174
6/11/20,13 - 14,4130,4441,3236,2212,1986,16005
6/11/20,14 - 15,4116,4481,3185,2264,2000,16046
6/11/20,15 - 16,4166,4488,3169,2329,1965,16116
6/11/20,16 - 17,4388,4719,3156,2347,2048,16658
6/11/20,17 - 18,4541,4747,3111,2316,2091,16806
6/11/20,18 - 19,4472,4671,3100,2264,2037,16543
6/11/20,19 - 20,4400,4584,3095,2242,2003,16324
6/11/20,20 - 21,4313,4409,2969,2114,1971,15776
6/11/20,21 - 22,4149,4281,2952,2108,1972,15462
6/11/20,22 - 23,3977,4227,2939,2092,1907,15141
6/11/20,23 - 00,3844,4103,2786,1976,1855,14564
7/11/20,00 - 01,3681,3957,2832,1844,1846,14160
7/11/20,01 - 02,3544,3873,2770,1865,1817,13868
7/11/20,02 - 03,3474,3851,2733,1977,1783,13818
7/11/20,03 - 04,3471,3833,2751,1960,1767,13783
7/11/20,04 - 05,3489,3821,2777,1911,1779,13777
7/11/20,05 - 06,3526,3825,2749,1842,1778,13719
7/11/20,06 - 07,3650,3912,2768,1729,1791,13850
7/11/20,07 - 08,3780,4024,2814,1782,1828,14228
7/11/20,08 - 09,3974,4200,2808,2011,1891,14884
7/11/20,09 - 10,4257,4339,2949,2047,1961,15552
7/11/20,10 - 11,4452,4351,3149,2025,2014,15991
7/11/20,11 - 12,4430,4315,3138,2077,2012,15972
7/11/20,12 - 13,4368,4291,3060,2048,2031,15799
7/11/20,13 - 14,4317,4402,3172,2102,2024,16016
7/11/20,14 - 15,4295,4479,3216,2093,2008,16091
7/11/20,15 - 16,4369,4478,3234,2138,2005,16223
7/11/20,16 - 17,4589,4521,3163,2159,2033,16465
7/11/20,17 - 18,4716,4633,3201,2224,2091,16865
7/11/20,18 - 19,4672,4609,3098,2249,2095,16723
7/11/20,19 - 20,4558,4484,3157,2201,2051,16450
7/11/20,20 - 21,4350,4302,3226,2132,1973,15984
7/11/20,21 - 22,4209,4166,3103,2087,1942,15506
7/11/20,22 - 23,4070,4130,3044,2058,1893,15195
7/11/20,23 - 00,3964,4069,2962,2024,1902,14921
8/11/20,00 - 01,3788,3990,2834,2019,1791,14421
8/11/20,01 - 02,3691,3925,2753,1999,1787,14156
8/11/20,02 - 03,3671,3875,2766,1998,1760,14069
8/11/20,03 - 04,3674,3891,2803,1984,1751,14103
8/11/20,04 - 05,3703,3911,2805,2013,1745,14177
8/11/20,05 - 06,3743,3928,2808,2048,1757,14284
8/11/20,06 - 07,3865,3950,2798,2068,1765,14445
8/11/20,07 - 08,4001,4128,2997,2080,1843,15048
8/11/20,08 - 09,4189,4212,2943,2157,1892,15394
8/11/20,09 - 10,4418,4367,3042,2126,1963,15916
8/11/20,10 - 11,4549,4433,3080,2153,2006,16221
8/11/20,11 - 12,4565,4398,3074,2227,2003,16268
8/11/20,12 - 13,4541,4357,3126,2313,1992,16329
8/11/20,13 - 14,4523,4487,3285,2280,1967,16541
8/11/20,14 - 15,4554,4395,3305,2227,1987,16467
8/11/20,15 - 16,4706,4398,3346,2203,2037,16690
8/11/20,16 - 17,4959,4559,3417,2203,2084,17222
8/11/20,17 - 18,5032,4647,3404,2231,2117,17432
8/11/20,18 - 19,4977,4655,3385,2190,2118,17324
8/11/20,19 - 20,4888,4664,3158,2189,2155,17055
8/11/20,20 - 21,4809,4639,3073,2281,2138,16941
8/11/20,21 - 22,4652,4558,3144,2258,2101,16712
8/11/20,22 - 23,4460,4400,3068,2074,1948,15950
8/11/20,23 - 00,4234,4277,2914,2011,1921,15357
9/11/20,00 - 01,4040,4151,2850,2051,1919,15010
9/11/20,01 - 02,3952,4084,3022,2014,1881,14953
9/11/20,02 - 03,3904,4063,2910,2056,1861,14793
9/11/20,03 - 04,3894,4063,2909,1985,1876,14728
9/11/20,04 - 05,3970,4153,2939,2032,1901,14995
9/11/20,05 - 06,4188,4224,3026,2035,1922,15395
9/11/20,06 - 07,4742,4470,3211,2185,2070,16678
9/11/20,07 - 08,5314,4820,3444,2328,2208,18114
9/11/20,08 - 09,5530,4954,3503,2350,2306,18643
9/11/20,09 - 10,5536,4864,3488,2336,2248,18472
9/11/20,10 - 11,5514,4835,3476,2327,2259,18410
9/11/20,11 - 12,5490,4788,3430,2418,2233,18359
9/11/20,12 - 13,5503,4815,3378,2358,2210,18265
9/11/20,13 - 14,5429,4773,3338,2307,2192,18039
9/11/20,14 - 15,5344,4834,3343,2342,2149,18012
9/11/20,15 - 16,5436,4867,3357,2446,2135,18241
9/11/20,16 - 17,5589,4959,3435,2422,2267,18672
9/11/20,17 - 18,5542,4952,3444,2382,2205,18524
9/11/20,18 - 19,5415,4913,3394,2330,2219,18270
9/11/20,19 - 20,5271,4847,3312,2291,2172,17892
9/11/20,20 - 21,5132,4706,3269,2309,2146,17562
9/11/20,21 - 22,4924,4571,3284,2233,2079,17090
9/11/20,22 - 23,4618,4374,3199,2172,2054,16417
9/11/20,23 - 00,4332,4209,3037,2147,1953,15676
10/11/20,00 - 01,4100,4141,3004,2137,1903,15285
10/11/20,01 - 02,3934,3993,2951,2135,1857,14870
10/11/20,02 - 03,3860,3905,2856,2039,1816,14476
10/11/20,03 - 04,3846,3939,2825,2072,1806,14487
10/11/20,04 - 05,3876,4006,2843,2114,1835,14674
10/11/20,05 - 06,4029,4087,2891,2083,1851,14940
10/11/20,06 - 07,4511,4349,3040,2178,1947,16024
10/11/20,07 - 08,5086,4604,3301,2334,2096,17421
10/11/20,08 - 09,5259,4729,3384,2347,2175,17893
10/11/20,09 - 10,5243,4785,3341,2367,2143,17879
10/11/20,10 - 11,5207,4733,3317,2387,2165,17808
10/11/20,11 - 12,5180,4725,3256,2390,2112,17663
10/11/20,12 - 13,5243,4690,3249,2296,2034,17512
10/11/20,13 - 14,5169,4686,3272,2275,2112,17514
10/11/20,14 - 15,5181,4670,3301,2317,2109,17578
10/11/20,15 - 16,5275,4612,3322,2400,2107,17716
10/11/20,16 - 17,5435,4813,3390,2388,2068,18094
10/11/20,17 - 18,5367,5007,3363,2391,2135,18263
10/11/20,18 - 19,5237,4836,3286,2314,2109,17782
10/11/20,19 - 20,5124,4585,3244,2315,2107,17374
10/11/20,20 - 21,4979,4588,3144,2277,2102,17089
10/11/20,21 - 22,4773,4504,3143,2236,2042,16698
10/11/20,22 - 23,4474,4343,3121,2206,2000,16144
10/11/20,23 - 00,4183,4022,2946,2150,1904,15204
11/11/20,00 - 01,3930,3979,2760,2052,1881,14601
11/11/20,01 - 02,3764,3923,2729,2060,1823,14298
11/11/20,02 - 03,3687,3857,2671,2033,1820,14067
11/11/20,03 - 04,3666,3834,2662,2013,1808,13983
11/11/20,04 - 05,3695,3944,2774,1982,1806,14199
11/11/20,05 - 06,3870,4057,2839,2024,1831,14620
11/11/20,06 - 07,4366,4330,2988,2136,1938,15758
11/11/20,07 - 08,4911,4644,3267,2254,2093,17169
11/11/20,08 - 09,5117,4834,3315,2316,2147,17728
11/11/20,09 - 10,5099,4766,3386,2265,2115,17631
11/11/20,10 - 11,5075,4794,3378,2294,2125,17666
11/11/20,11 - 12,5046,4751,3377,2285,2088,17547
11/11/20,12 - 13,5014,4778,3330,2260,2084,17466
11/11/20,13 - 14,4991,4804,3282,2252,2057,17386
11/11/20,14 - 15,5001,4809,3324,2282,2059,17476
11/11/20,15 - 16,5030,4760,3337,2248,2101,17476
11/11/20,16 - 17,5192,4833,3329,2240,2119,17713
11/11/20,17 - 18,5179,4833,3263,2241,2113,17629
11/11/20,18 - 19,5030,4720,3268,2258,2067,17343
11/11/20,19 - 20,4902,4639,3285,2235,2030,17090
11/11/20,20 - 21,4763,4532,3186,2186,2015,16681
11/11/20,21 - 22,4551,4478,3077,2141,1976,16223
11/11/20,22 - 23,4368,4295,3080,2095,1910,15748
11/11/20,23 - 00,4035,4122,2980,2060,1819,15016
12/11/20,00 - 01,3793,4109,3042,1965,1762,14670
12/11/20,01 - 02,3643,4031,3001,1970,1716,14360
12/11/20,02 - 03,3554,3919,3088,2008,1707,14276
12/11/20,03 - 04,3540,3916,2956,1945,1701,14057
12/11/20,04 - 05,3580,3914,2947,1901,1724,14066
12/11/20,05 - 06,3754,4063,2915,1942,1774,14448
12/11/20,06 - 07,4271,4305,3073,1996,1882,15527
12/11/20,07 - 08,4843,4596,3244,2169,1948,16800
12/11/20,08 - 09,5013,4680,3426,2205,1988,17311
12/11/20,09 - 10,4995,4659,3393,2231,2045,17322
12/11/20,10 - 11,4970,4663,3346,2267,2054,17300
12/11/20,11 - 12,4958,4636,3303,2288,2031,17216
12/11/20,12 - 13,4979,4563,3284,2188,2043,17058
12/11/20,13 - 14,4931,4595,3308,2189,2014,17037
12/11/20,14 - 15,4937,4706,3332,2303,2028,17306
12/11/20,15 - 16,4928,4747,3374,2265,2036,17349
12/11/20,16 - 17,5244,4759,3619,2337,2064,18023
12/11/20,17 - 18,5142,4701,3523,2274,2110,17750
12/11/20,18 - 19,5008,4665,3480,2258,2130,17541
12/11/20,19 - 20,4872,4586,3551,2153,2074,17237
12/11/20,20 - 21,4742,4476,3374,2142,1985,16719
12/11/20,21 - 22,4600,4443,3076,2100,1982,16201
12/11/20,22 - 23,4304,4376,2931,2052,1964,15626
12/11/20,23 - 00,3994,4133,2858,2002,1849,14834
13-11-2020,00 - 01,3744,4157,2890,1959,1803,14553
13-11-2020,01 - 02,3639,4024,2787,1934,1764,14148
13-11-2020,02 - 03,3576,3991,2898,1896,1774,14135
13-11-2020,03 - 04,3581,4017,2821,1911,1765,14094
13-11-2020,04 - 05,3638,4067,2884,1899,1776,14263
13-11-2020,05 - 06,3802,4156,3038,1936,1823,14754
13-11-2020,06 - 07,4265,4369,3240,2018,1889,15781
13-11-2020,07 - 08,4828,4600,3363,2130,2032,16953
13-11-2020,08 - 09,5026,4646,3330,2181,2071,17254
13-11-2020,09 - 10,5077,4628,3359,2153,2073,17291
13-11-2020,10 - 11,5066,4692,3428,2186,2068,17441
13-11-2020,11 - 12,5057,4686,3409,2236,2078,17465
13-11-2020,12 - 13,5039,4725,3333,2267,2082,17444
13-11-2020,13 - 14,4987,4791,3242,2201,2062,17283
13-11-2020,14 - 15,4984,4791,3347,2263,2050,17435
13-11-2020,15 - 16,5044,4710,3424,2253,2071,17501
13-11-2020,16 - 17,5175,4767,3485,2270,2093,17791
13-11-2020,17 - 18,5085,4687,3414,2280,2074,17541
13-11-2020,18 - 19,4951,4671,3424,2272,2112,17430
13-11-2020,19 - 20,4761,4765,3428,2233,2105,17292
13-11-2020,20 - 21,4530,4728,3273,2197,2023,16751
13-11-2020,21 - 22,4332,4408,3189,2068,1970,15967
13-11-2020,22 - 23,4104,4212,3174,2040,1920,15449
13-11-2020,23 - 00,3889,4105,2978,1997,1866,14834
14-11-2020,00 - 01,3678,3985,2877,1945,1849,14334
14-11-2020,01 - 02,3514,3827,2852,1910,1809,13912
14-11-2020,02 - 03,3414,3781,2867,1905,1766,13732
14-11-2020,03 - 04,3370,3711,2926,1934,1773,13712
14-11-2020,04 - 05,3356,3771,2968,1956,1765,13816
14-11-2020,05 - 06,3383,3852,3062,1981,1768,14046
14-11-2020,06 - 07,3502,3929,3108,2072,1812,14423
14-11-2020,07 - 08,3644,4052,3152,2088,1826,14761
14-11-2020,08 - 09,3864,4151,3159,2059,1896,15128
14-11-2020,09 - 10,4220,4304,3197,2060,1961,15742
14-11-2020,10 - 11,4423,4369,3170,2141,2019,16123
14-11-2020,11 - 12,4453,4333,3119,2116,2037,16059
14-11-2020,12 - 13,4433,4311,3083,2063,2022,15912
14-11-2020,13 - 14,4372,4312,2975,2085,2040,15783
14-11-2020,14 - 15,4266,4352,3049,2086,2037,15790
14-11-2020,15 - 16,4420,4404,3228,2129,2057,16237
14-11-2020,16 - 17,4700,4583,3316,2194,2081,16874
14-11-2020,17 - 18,4781,4541,3433,2182,2098,17034
14-11-2020,18 - 19,4769,4539,3359,2062,2161,16890
14-11-2020,19 - 20,4644,4446,3127,2074,2083,16373
14-11-2020,20 - 21,4397,4286,3066,2072,2020,15841
14-11-2020,21 - 22,4186,4204,2996,2058,1961,15406
14-11-2020,22 - 23,4022,4105,2858,1880,1920,14785
14-11-2020,23 - 00,3854,4027,2792,1912,1880,14464
15-11-2020,00 - 01,3673,4001,2871,1920,1826,14290
15-11-2020,01 - 02,3519,3830,2719,1881,1803,13753
15-11-2020,02 - 03,3443,3736,2725,1755,1747,13405
15-11-2020,03 - 04,3398,3714,2815,1725,1738,13390
15-11-2020,04 - 05,3384,3745,2761,1784,1746,13420
15-11-2020,05 - 06,3414,3730,2908,1821,1737,13610
15-11-2020,06 - 07,3502,3867,2901,1789,1734,13793
15-11-2020,07 - 08,3613,3839,2919,1830,1777,13977
15-11-2020,08 - 09,3749,3886,2917,1908,1791,14251
15-11-2020,09 - 10,3986,4015,2949,1913,1857,14720
15-11-2020,10 - 11,4188,4142,2971,2007,1902,15210
15-11-2020,11 - 12,4287,4172,2937,1989,1908,15293
15-11-2020,12 - 13,4327,4189,2945,1963,1900,15323
15-11-2020,13 - 14,4330,4231,2956,2000,1882,15399
15-11-2020,14 - 15,4304,4304,2916,2111,1947,15582
15-11-2020,15 - 16,4331,4390,2959,2183,1981,15845
15-11-2020,16 - 17,4453,4528,2989,2108,1977,16055
15-11-2020,17 - 18,4424,4403,3064,2094,1971,15957
15-11-2020,18 - 19,4343,4319,3103,2148,1961,15873
15-11-2020,19 - 20,4239,4232,3148,2190,1922,15730
15-11-2020,20 - 21,4104,4131,3118,2052,1898,15303
15-11-2020,21 - 22,3958,4086,2995,2091,1886,15016
15-11-2020,22 - 23,3793,4272,2942,2062,1817,14886
15-11-2020,23 - 00,3561,4152,2990,1969,1733,14406
16-11-2020,00 - 01,3322,3736,2872,1872,1702,13504
16-11-2020,01 - 02,3174,3568,2875,1808,1683,13107
16-11-2020,02 - 03,3131,3606,2875,1851,1641,13103
16-11-2020,03 - 04,3126,3635,2811,1820,1675,13067
16-11-2020,04 - 05,3178,3665,2760,1807,1669,13079
16-11-2020,05 - 06,3339,3895,2784,1837,1716,13570
16-11-2020,06 - 07,3830,4148,2920,1953,1821,14673
16-11-2020,07 - 08,4371,4498,3095,2125,1915,16004
16-11-2020,08 - 09,4550,4602,3113,2150,2006,16420
16-11-2020,09 - 10,4559,4366,3035,2140,2016,16116
16-11-2020,10 - 11,4572,4358,3001,2079,2006,16017
16-11-2020,11 - 12,4560,4285,3053,2059,2040,15997
16-11-2020,12 - 13,4603,4417,3056,2129,2009,16214
16-11-2020,13 - 14,4599,4580,3245,2170,2044,16637
16-11-2020,14 - 15,4679,4524,3446,2186,2020,16855
16-11-2020,15 - 16,4768,4527,3301,2153,2039,16788
16-11-2020,16 - 17,4935,4696,3160,2120,2102,17014
16-11-2020,17 - 18,4843,4769,2958,2024,2082,16675
16-11-2020,18 - 19,4713,4659,2987,1958,2099,16415
16-11-2020,19 - 20,4551,4613,3093,1916,2024,16197
16-11-2020,20 - 21,4397,4516,3074,1911,1946,15843
16-11-2020,21 - 22,4223,4443,3085,1929,1922,15602
16-11-2020,22 - 23,4011,4228,2947,1894,1849,14929
16-11-2020,23 - 00,3758,3933,2733,1860,1778,14061
17-11-2020,00 - 01,3553,3927,2833,1795,1779,13887
17-11-2020,01 - 02,3403,4007,2679,1809,1774,13672
17-11-2020,02 - 03,3339,3863,2730,1735,1778,13445
17-11-2020,03 - 04,3342,3821,2751,1711,1752,13377
17-11-2020,04 - 05,3399,3849,2724,1764,1760,13495
17-11-2020,05 - 06,3667,3884,2873,1855,1799,14077
17-11-2020,06 - 07,4187,4331,3107,1892,1911,15428
17-11-2020,07 - 08,4692,4700,3454,1978,2102,16927
17-11-2020,08 - 09,4898,4723,3570,1988,2170,17350
17-11-2020,09 - 10,4872,4694,3473,2031,2173,17243
17-11-2020,10 - 11,4941,4734,3384,1873,2129,17061
17-11-2020,11 - 12,4932,4713,3208,2094,2133,17079
17-11-2020,12 - 13,4858,4491,3139,2057,2063,16607
17-11-2020,13 - 14,4843,4344,3365,2098,2086,16736
17-11-2020,14 - 15,4836,4406,3373,2201,1986,16801
17-11-2020,15 - 16,4871,4484,3257,2240,1913,16766
17-11-2020,16 - 17,4987,4620,3288,2086,2124,17105
17-11-2020,17 - 18,4873,4591,3160,2083,2122,16828
17-11-2020,18 - 19,4745,4490,3209,1953,2100,16496
17-11-2020,19 - 20,4615,4545,3187,1929,2073,16349
17-11-2020,20 - 21,4497,4459,2978,1977,2050,15961
17-11-2020,21 - 22,4321,4352,3021,1943,2009,15646
17-11-2020,22 - 23,4089,4135,3064,1866,1954,15109
17-11-2020,23 - 00,3834,3923,3016,1937,1882,14591
18-11-2020,00 - 01,3539,3796,2868,1799,1857,13859
18-11-2020,01 - 02,3495,3683,2815,1810,1737,13539
18-11-2020,02 - 03,3412,3648,2733,1814,1749,13354
18-11-2020,03 - 04,3402,3672,2699,1776,1750,13299
18-11-2020,04 - 05,3410,3592,2623,1617,1768,13010
18-11-2020,05 - 06,3547,3644,2846,1658,1770,13464
18-11-2020,06 - 07,3937,3978,3054,1856,1867,14692
18-11-2020,07 - 08,4441,4297,3414,2031,1964,16146
18-11-2020,08 - 09,4612,4357,3484,2096,2052,16601
18-11-2020,09 - 10,4569,4356,3405,2029,2051,16411
18-11-2020,10 - 11,4517,4451,3394,2207,2040,16608
18-11-2020,11 - 12,4532,4421,3377,2211,2053,16593
18-11-2020,12 - 13,4528,4441,3353,2107,1990,16419
18-11-2020,13 - 14,4519,4561,3357,2150,2038,16626
18-11-2020,14 - 15,4574,4655,3424,2201,2081,16936
18-11-2020,15 - 16,4631,4631,3507,2376,2053,17198
18-11-2020,16 - 17,4795,4638,3625,2250,2147,17455
18-11-2020,17 - 18,4763,4550,3696,2230,2121,17360
18-11-2020,18 - 19,4660,4458,3587,2381,2072,17157
18-11-2020,19 - 20,4550,4409,3490,2290,2111,16851
18-11-2020,20 - 21,4396,4341,3572,2177,2109,16594
18-11-2020,21 - 22,4217,4247,3420,2194,2049,16126
18-11-2020,22 - 23,4025,4109,3412,2269,1960,15775
18-11-2020,23 - 00,3755,3943,3314,2118,1871,15001
19-11-2020,00 - 01,3452,3799,3104,1985,1850,14190
19-11-2020,01 - 02,3335,3799,3108,2066,1832,14140
19-11-2020,02 - 03,3286,3789,3216,2031,1839,14161
19-11-2020,03 - 04,3473,3848,3176,2041,1859,14398
19-11-2020,04 - 05,3627,3986,3132,2088,1891,14723
19-11-2020,05 - 06,3763,4192,3328,2084,1948,15314
19-11-2020,06 - 07,4328,4476,3810,2234,1986,16834
19-11-2020,07 - 08,5045,4764,3762,2407,2242,18220
19-11-2020,08 - 09,5427,4979,3741,2632,2343,19122
19-11-2020,09 - 10,5410,5176,3830,2602,2363,19380
19-11-2020,10 - 11,5354,4899,3811,2507,2382,18953
19-11-2020,11 - 12,5307,4698,3765,2480,2293,18543
19-11-2020,12 - 13,5185,4977,3900,2414,2316,18792
19-11-2020,13 - 14,5140,5041,3939,2440,2350,18910
